"date","RPI","W875RX1","DPCERA3M086SBEA","CMRMTSPLx","RETAILx","INDPRO","IPFPNSS","IPFINAL","IPCONGD","IPDCONGD","IPNCONGD","IPBUSEQ","IPMAT","IPDMAT","IPNMAT","IPMANSICS","IPFUELS","CUMFNS","HWI","HWIURATIO","CLF16OV","CE16OV","UNRATE","UEMPMEAN","UEMPLT5","UEMP5TO14","UEMP15OV","UEMP15T26","UEMP27OV","CLAIMSx","PAYEMS","USGOOD","CES1021000001","USCONS","MANEMP","DMANEMP","NDMANEMP","SRVPRD","USTPU","USWTRADE","USTRADE","USFIRE","USGOVT","CES0600000007","AWOTMAN","AWHMAN","HOUST","HOUSTNE","HOUSTMW","HOUSTS","HOUSTW","PERMIT","PERMITNE","PERMITMW","PERMITS","PERMITW","AMDMNOx","AMDMUOx","BUSINVx","ISRATIOx","M1SL","M2SL","M2REAL","TOTRESNS","NONBORRES","BUSLOANS","REALLN","NONREVSL","CONSPI","S&P 500","S&P div yield","S&P PE ratio","FEDFUNDS","TB3MS","TB6MS","GS1","GS5","GS10","AAA","BAA","TB3SMFFM","TB6SMFFM","T1YFFM","T5YFFM","T10YFFM","AAAFFM","BAAFFM","EXSZUSx","EXJPUSx","EXUSUKx","EXCAUSx","CES0600000008","CES2000000008","CES3000000008","DTCOLNVHFNM","DTCTHFNM","INVEST","WPSFD49207","WPSFD49502","WPSID61","WPSID62","OILPRICEx","PPICMM","CPIAUCSL","CPIAPPSL","CPITRNSL","CPIMEDSL","CUSR0000SAC","CUSR0000SAD","CUSR0000SAS","CPIULFSL","CUSR0000SA0L2","CUSR0000SA0L5","PCEPI","DDURRG3M086SBEA","DNDGRG3M086SBEA","DSERRG3M086SBEA"
1960-01-01,0.00322588955406555,0.00466090822845899,0.0027906404867637,0.0169631570304976,0.0266055068808839,0.025915590147688,0.0240975515790605,0.0290239513671411,0.0312321588258997,0.103829907123979,0.0045603968838388,0.0363295750606989,0.0284797994587618,0.0390500420550204,0.0152406108242884,0.0269668208936937,-0.0126651713406805,1.99339999999999,426,0.122288167,-0.000463916039517898,9.18217434531243e-05,-0.0999999999999996,0.4,-0.0115327530135474,-0.0710959216837299,-0.0054496047675654,-0.00664454271866877,-0.00429185208154159,0.015470050879788,0.00184420235213878,0.003391924312794,-0.0123145344685138,-0.0121732051023358,0.00729369836090221,0.0108237878866362,0.00219058137981953,0.00097796705717812,0.0024364944598787,-0.00142867909104272,0.00472839718721829,0.00200521422713784,-0.00731637446563305,40.1,0.3,40.6,7.28619171470238,5.61312810638807,5.8805329864007,6.22653666928747,5.77455154554441,6.99576615630485,5.50533153593236,5.53338948872752,5.80211837537706,5.5683445037611,-0.0390173099579236,-0.0280308914713459,0.00853828482429009,-0.0103311260000001,0.00428215085814365,-0.00101105570061755,0.00266285477136829,-0.031859507777821,-0.0112359550561797,-0.00675650407767892,-0.00935368496257505,-0.0218594259082803,-0.345694699999996,-0.0175937581132599,0.11818887,-0.0255516357809809,0,-0.140000000000001,-0.109999999999999,-0.109999999999999,-0.0899999999999999,0.0299999999999994,0.0300000000000002,0.0599999999999996,0.36,0.75,1.04,0.93,0.73,0.62,1.35,0.000647338997035618,0.000360537446163711,0.000500160776387037,0.00199527501217574,-0.00468035729198424,0.00779728083131448,-0.00970530797733882,0.00429235931857441,-0.0117388626852346,-0.0133302656591283,0.302572091653719,0.301659353942574,-0.32414939241705,0.329489589685261,0,1.47278067102437,-0.13610073553747,0,-0.332779009267448,0.457666702741166,0,0,0,0.338409798424033,0,-0.333890126551495,-0.0583449499549804,-0.213366883582466,-0.162822288346165,0.0860297333564297
1960-02-01,0.00114746875264782,0.000905957718291717,0.00436060981045561,0.0144034809733924,0.00369645362438042,-0.00893778174840998,-0.00568206741415311,-0.00344135463999473,-0.0114525210520116,-0.0138550180195622,-0.0102928104087225,0.00646688126341299,-0.0130431148831591,-0.0167014746824439,-0.00614640830882252,-0.00779121333032196,0.0103751084790065,-0.950800000000001,0,0.0468414749999999,-0.000188527384160864,0.00416899517293245,-0.4,-0.4,-0.135102484856565,-0.0105821093305369,-0.0843324053025727,-0.0882242334148389,-0.0805804866593389,-0.0199988002715141,0.00439391442949422,0.00583181517779074,0.00711746776886457,0.0105368113482065,0.00495994912292019,0.00740068803863991,0.00140570112955807,0.00358726762556749,0.00314960890289484,0.00176675170474638,0.00429389544136605,0.0039984059666951,0.00228461591584939,39.7,-0.2,40.3,7.31521838975297,5.59471137960184,5.94803498918065,6.18826412308259,5.89715386763674,6.99209642741589,5.44673737166631,5.54517744447956,5.72031177660741,5.68697535633982,-0.00335895975204181,-0.0232308478390948,0.0111302518978533,0.0206622519999999,-0.00142908187573632,-0.000671816081762699,-0.000689689174588004,-0.0218531664226176,-0.0333333333333334,-0.00453066531511359,-0.00160899250465274,0.00612448830194978,0.546747500000009,-0.0395447360031742,0.195475953,-0.0528813627401803,-0.02,-0.39,-0.44,-0.37,-0.23,-0.23,-0.0500000000000007,0,-0.01,0.33,0.69,0.72,0.52,0.59,1.37,0.00249296098826668,0.000720962464757946,0.00124930858104455,-0.0015748861462894,-0.00455544593207868,0.0038533363886607,-0.0047501829209321,0.00826845141772914,0.00538766487277975,-0.0189422943909046,0,0,0.32414939241705,0,0,0.291971010333425,0.13610073553747,0.44052934679164,0,0.455581653586101,-0.298953884836628,0,0.421053253634351,0,0,0.333890126551495,0.103700832418463,0.161635852432696,0.00543168300835006,0.171837751114401
1960-03-01,0.0018768579734596,0.00090513770174816,0.0140887086633033,-0.028039690770095,-0.00110198900314096,-0.0090183866615372,-0.0034271701511428,-0.00114838220403612,0.00114882917062653,-0.0199632388046536,0.00915465944476201,0.00213906171303924,-0.0165468310124299,-0.0320847714180834,0.000438341263244268,-0.0123654205718995,0.0102685700054188,-1.3687,-86,-0.0861652359999999,-0.00800889623231171,-0.0145367237890355,0.600000000000001,-0.0999999999999996,0.152052043170337,0.0798939092207656,0.13129941491049,0.230880533816362,0.0253178079842895,0.132722506481288,-0.00108289676260931,-0.0119042916394871,-0.00246359084097492,-0.0579872576503497,-0.00368582013612873,-0.00610967118369388,-0.000156091469918351,0.00494364406800152,-0.00116869703597544,0.00157616274608863,-0.000896780617896553,0.00278940208757827,0.0236198743967968,39.5,-0.0999999999999996,40,7.01121398735037,4.98360662170834,5.32787616878958,6.0591231955818,5.79605775076537,6.86171134048073,5.11198778835654,5.24174701505964,5.60947179518496,5.78996017089725,-0.0111260460162157,-0.0226252002498644,0.0081615800141428,0.0309933770000002,-5.10933857889029e-07,0.00234108053008075,0.00305073306529646,0.0213854395665689,0.0333333333333334,0.00180254472416852,0.000612256729485061,0.00258895375239376,0.869140899999991,-0.0137186267029143,0.113781872,-0.021169863657112,-0.13,-0.65,-0.69,-0.640000000000001,-0.380000000000001,-0.24,-0.0699999999999994,-0.0899999999999999,-0.53,-0.23,0.18,0.47,0.41,0.65,1.41,-0.000161392587819442,0,0.000927048486845772,-0.000735796532907444,-2.01091929180608e-05,0.0301313410979834,-0.00468384931242649,0.00347208529036358,0.000950901896393574,0.00348999295443964,0.902261759963707,1.19761910467155,0,0.982004618097543,0,-0.291971010333425,0,0,-0.333890126551495,0.453515516539094,0.298953884836628,-0.260078170005773,0.4192878260036,0,0,0,0.0582844947368155,-0.29207646152507,0.184501897356926,0.057213694704572
1960-04-01,0.00346458655813553,0.00361238024362098,0.0153023285810958,0.00985257015068264,0.0259033910349249,-0.00795942173774078,0.00228608465840319,0.00114838220403612,0.00688284988823273,-0.00119058535906413,0.0101970233251185,-0.0107745891975446,-0.0236354119543214,-0.036533047524784,-0.00879744363015744,-0.00795048368122364,0.0301850080058199,-0.982799999999997,-40,0.00376405299999993,0.017104593035965,0.019689533129096,-0.2,-0.4,0.0405818696541722,-0.11133068264433,-0.0679506619085082,-0.109866477578533,-0.0206666368085591,-0.0307587113364924,0.00657108352521796,0.00376104928265697,0.005354183979561,0.0418072777994976,-0.00337999747824824,-0.00636360881225606,0.000936183560339643,0.00811950860903465,0.0144671214063017,0.00392957224278767,0.0174672269712701,0.00278164296187722,0.00105516159622887,39.8,-0.4,40,7.16162200293919,5.38449506278909,5.66296048013595,6.14418563412565,5.75890177387728,6.92362862813843,5.24174701505964,5.4971682252932,5.65599181081985,5.6937321388027,-0.010788158463173,-0.0186938129946608,0.000105557615619034,-0.010331125,-0.000716587599711715,-0.000342208941379596,-0.00177026010038706,0.0165900165622008,0.00574712643678169,0.00656375907842888,-0.00160814584984248,0.00601105045099359,1.04617759999999,0.0128218460850169,-0.038945869,0.00385932862774707,0.0800000000000001,-0.0800000000000001,-0.0600000000000001,0.0200000000000005,-0.0199999999999996,0.0300000000000002,-0.04,-0.0499999999999998,-0.69,-0.37,0.12,0.37,0.36,0.53,1.28,0.000438005009480769,-0.00108149991092166,0.00128218844363781,0.0125393492527353,-0.0089485607898423,-0.0680742901814472,0,0.00867817585244168,0.00545172539853844,0.0241359776278944,0,0,-0.32414939241705,0.325203538637764,0,-0.292825977908873,0.441052453733004,0.219539056343576,0,0.451468035452685,0.298062813813793,-0.260756340708079,0,0,0.321027563024812,0.332779009267448,0.361897771224751,0.119446161277459,0.626927416832235,0.209503933404909
1960-05-01,0.00240529324396732,0.00242709064144186,-0.0203514276666739,-0.0315178875809519,-0.0150468309485934,-0.00114103694026424,0.00569245110582894,0.00686682141948225,0.00569684763191969,0.00945799550613824,0.0033784897402418,0.00325120824273073,-0.00915456450116769,-0.0136227628693937,0.00156295970407827,-0.00571658714452594,-0.0279183139960848,-0.788199999999989,-23,0.000838637000000086,0.00067526312684052,0.00148466879774212,-0.100000000000001,-0.699999999999999,-0.00984658983675946,0.0693919934240004,-0.117085734184715,-0.130770231183194,-0.102528746485302,0.0575820598176762,-0.00618551126695444,-0.00370943238327115,-0.0102996486045157,0.00564316850264568,-0.00505941070912996,-0.00793008338031065,-0.000936183560339643,-0.00754956188362321,-0.0108754860467357,-0.00209385008261886,-0.0132057297165247,0.00118976813558813,-0.0120241929668019,39.6,0.3,40.1,7.14755927118945,5.37063802812766,5.6970934865054,6.12686918411419,5.7037824746562,6.95844839329766,5.41164605185504,5.48063892334199,5.71042701737487,5.65599181081985,0.0120305170296913,-0.0110836045061582,0.00599843944160661,0.0309933769999999,0.00143163947143776,-7.10639799006429e-06,0.0016719944883592,-3.05245646461394e-05,0.0056814449917897,-0.00307595420953444,-0.00194520779049023,-0.0106683560795133,0.0801040000000057,-0.00919339507943651,0.0382541249999999,-0.0112633000365032,-0.0699999999999998,0.0600000000000001,0.0300000000000002,0.17,0.2,0.0699999999999994,0.00999999999999979,0.0800000000000001,-0.56,-0.27,0.36,0.64,0.5,0.61,1.43,-0.00330128541949604,0.000720944951923208,-0.00124654988984663,0.0155585024983217,0.0089485607898423,0.0416196681027685,0,-0.00482728360946716,-0.00206711631188483,0.00379809800274433,0,0,0,0,0,0,0.101505676115199,0.219058137981865,-0.335008688528182,0,0,-0.261438057407082,0.417537141048063,0,0.320000273067089,0,0.103159261243757,-0.0109956567267311,-0.043110417222092,0.266008137096119
1960-06-01,0.000763741502919579,-0.000234622454445166,-0.000250000001302375,0.00855275514797604,-0.00136429367062263,-0.0126509898347678,-0.0114174918144774,-0.0114682841919458,-0.00684070447475937,-0.010645412692655,-0.00563305383968471,-0.0130463689819051,-0.0162237479695482,-0.0325164320164717,0.000876381574179241,-0.0115321564582835,-0.00454143495831394,-1.2475,-40,-0.037326051,0.00441387933571669,0.00167895671884644,0.300000000000001,0,0.0115742032811372,0.0958179228972336,0.069076514998355,0.115602009710024,0.0178348676360347,0.0138538834720876,-0.00233406646860779,-0.00694051576663313,-0.00555638218535748,-0.00730900263766188,-0.00702299848667387,-0.00997432503348961,-0.00281382083420034,0.000199404635393918,-0.000896700203556478,-0.00138584586856005,-0.000357410919132661,0.00197980662569108,0,39.5,-0.2,39.9,7.12849594568004,5.33753807970132,5.77765232322266,6.01126717440416,5.73009978297357,6.86484777797086,5.17048399503815,5.36129216570943,5.65248918026865,5.64897423816121,0.0189655829516955,-0.00450492617983755,0.00220091274162826,0.0103311260000001,0,0.00197968695973572,0.00323767758911142,-3.01900463437477e-05,-0.000129136400322841,0.0020061629692445,-0.00078414539326932,0.00335233045434968,0.869341899999995,0.0362770931679606,-0.119780118,0.0342841615094689,-0.53,-0.83,-0.84,-0.85,-0.37,-0.199999999999999,-0.00999999999999979,-0.0200000000000005,-0.86,-0.58,0.04,0.8,0.83,1.13,1.94,-0.00219920222903802,0.00216525753721886,-0.00117674340963125,0.00438664309643087,-0.00447428039492115,-0.0114286958236228,0,0.00512622467048018,0.00741953682241103,-0.00998060589936145,0,0,0.32414939241705,-1.30720815673531,0,0.292825977908873,0.135180824911441,0,0,0,0,-0.262123347987409,0,0,0,0,0.0450987347785148,-0.272134693637671,-0.0215621800199184,0.189573516489938
1960-07-01,0.00179092286244309,0.00191447439747972,0.00206063328090655,-0.00686601296620282,-0.0100988782867635,-0.00347901319686095,-0.00575800561575557,-0.00578592107990472,-0.00919532585271288,-0.0387949146761084,0.00225703071685945,-0.0121086745540269,0.00116588188456257,0.00588113096053933,-0.0083261274206996,-0.00232429445211135,0.0247222218251477,-0.496099999999998,-65,-0.025579426,-0.00270620659291509,-0.00392195964459674,0.0999999999999996,0.699999999999999,-0.0168266227097469,0.001690617477907,0.0755288424667366,0.128880857639182,0.0100503358535011,0.0374269636597226,-0.000773096288988029,-0.0036448881800073,-0.0281038494686401,0.000999833444398135,-0.00343275702226009,-0.00474797999008203,-0.00156666176490106,0.000797221157194272,-0.000448651808863332,-0.000374882853499514,0.000446743692707585,0.00315956029036801,0.00118525556129967,39.6,0,39.9,7.08757370555797,5.28826703069454,5.72358510195238,5.97635090929793,5.70044357339069,6.90675477864855,5.3890717298165,5.41164605185504,5.59098698051086,5.66296048013595,-0.0346402984807526,-0.0147593880165928,0.00397033220079201,0.0103311259999999,0.00428878427221768,0.0012947747484926,0.0080000426670761,0.00539020647227773,-0.000126250670706488,-0.010325827592589,0.00144214042766677,-0.00135508485347735,0.359367399999996,-0.0251118412158524,0.0866016570000001,-0.0202665142479916,-0.0899999999999999,-0.16,-0.0300000000000002,-0.16,-0.33,-0.25,-0.04,-0.04,-0.93,-0.52,-0.03,0.56,0.67,1.18,1.99,-0.000347685000894993,-0.0054044268883322,0.00203168789031882,-0.00387557853785486,0.00445435034938024,0.00754720563538291,0,-0.0109258103465244,-0.00329086900473641,0.0321759407311459,0.298953884836628,0.297177038915741,-0.32414939241705,0,0,0,-0.202839826139289,0.21857932199798,0,0.44943895878391,-0.298062813813793,0,0.415801014866357,0.337268447863925,0,0,0.180191824288034,0.00945060484571769,0.15622057207878,0.245909515768039
1960-08-01,-0.00159695632326695,-0.00254040353144358,-0.000936125134671784,-0.00126524897117619,0.00341428795662679,-0.00116092654103106,-0.00231251772653307,0,0.0023075036366933,0.0110641949125219,0,-0.0133809468757047,-0.00467656299285579,-0.00588113096053933,-0.00526777473544282,-0.00466029283480962,-0.00780071236107727,-0.677000000000007,-21,-0.017799336,0.00137549632679246,-0.000212436649155379,0.0999999999999996,-0.4,0.0214190532839567,0.0834153921521761,0.00649352931054814,-0.00770716724493781,0.0246926125903721,0.0790623785708,-0.000626277903650774,-0.00339647615868977,0.0292761825454635,-0.00970718919531066,-0.00344458144505744,-0.00310387124258682,-0.00392742630346987,0.000881896989008979,-8.97545214435524e-05,0.00907010305133316,-0.000893687054547954,0.00275644986500279,0.00354736093879815,39.4,0,39.7,7.20340552108309,5.43372200355424,5.64544689764324,6.17170059741091,5.8664680569333,6.90173720665657,5.33753807970132,5.4380793089232,5.59842195899838,5.65599181081985,0.0590889164625654,0.00773175710166107,-0.00187871876561729,0.0103311260000001,0.00352653081777454,0.0032286740444647,0.00716501903378841,-0.0108696722369035,-0.00564832247908914,-0.00266644316474762,0.0012107989986454,-0.00273473321345286,0.472624400000001,0.0119271551876352,-0.041403657,0.01667218119603,-0.25,0,-0.12,-0.25,-0.17,-0.1,-0.13,-0.14,-0.68,-0.39,-0.03,0.64,0.82,1.3,2.1,-0.000649335613363,-0.00143622385606168,0.000640729029146136,-0.00893000545552614,-1.97532815146007e-05,-5.65339062252868e-05,0.00466201310581127,-0.00257189544656633,-0.00230097233349191,-0.0241130505380358,-0.298953884836628,-0.297177038915741,0,-1.99342149008173,0,0,0.202839826139289,0,0,0,0.298062813813793,0,0,0,0,0.331675262599385,0.167030746786878,0.0220479386070949,0.220447974858606,0.169891499098318
1960-09-01,0.00130205459969623,0.000273892205566284,0.00473403151467711,0.0160896710017919,-0.000935016043433379,-0.0105225288829849,-0.00813216267369299,-0.00581541197162139,-0.00462034416368695,-0.0123000796219892,-0.00338993426172385,-0.00901343123858211,-0.0165497847402643,-0.0130763576811521,-0.00707956605737881,-0.0105715198104992,0,-1.1318,-65,-0.00987442300000002,0.00442883174337183,0.0056294696269461,-0.0999999999999996,0.700000000000001,-0.0403209745763382,-0.0592172986520767,0.0576377427886108,-0.00193610902686636,0.128028474427292,-0.0213396523049436,-0.000829500780287873,-0.00251559275262458,-0.00661232296825176,-0.00472017059788765,-0.00195503483580239,-0.00244553256608349,-0.00126004111804434,8.53036098167337e-05,-0.00152706070546138,-0.00543965573806737,-0.000214603788579737,0.00235663895399618,0.0025934235919749,39.1,-0.1,39.4,7.00033446027523,5.26785815906333,5.67675380226828,5.95064255258773,5.4249500174814,6.89162589705225,5.32300997913841,5.39362754635236,5.57594910314632,5.68697535633982,-0.00703255428660121,0.0026411527030703,0.00167014642767072,-0.0206622519999999,-0.0085232797213326,-0.00428968687888709,0.00481232882519311,0.00539084863487682,-3.03563839473475e-05,0.00354435216655435,0.000488636391786201,0.00365152330939189,0.72088770000002,-0.0305449545837266,0.10702825,-0.0256093186838506,-0.38,0.18,0.24,0.12,-0.0100000000000002,0,-0.0300000000000002,-0.0700000000000003,-0.12,0.23,0.47,1.01,1.2,1.65,2.41,-0.000905134961708631,0,0.000889220923271594,0.00277992457018837,-0.00443459706786564,-0.00749067172915763,-2.16335493089526e-05,-0.00699101819446923,-0.00705241743516005,0.0115180383282709,0,0.297177038915741,0,0.668898815079677,0,0,0,0.218102594636038,-0.673403218134405,0.447428039492115,0,-0.526317004427446,0.414079266603151,0,0,0,0.0577533946171105,-0.438721784402496,0.0590619899581757,0.207253960197251
1960-10-01,0.00294913445850131,0.00312488047729342,0.00483541950147393,-0.0190320628983436,0.00876573798895208,-0.00117457773466656,0.00581828577935495,0.00465503195217476,0.0103629996298999,0.0110778019278714,0.0101306213133974,-0.00796270474035232,-0.00358194569744841,-0.0120325241132093,-0.00605166772246823,-0.00118205506625113,0.00557652096742034,-0.390000000000001,-67,-0.052101004,-0.0038133370021658,-0.00962865383282896,0.6,0.6,0.051710619340696,0.055324728536565,0.191276588336316,0.18843975330589,0.194408444077538,0.0582628300712233,-0.00156871462191432,-0.00552502128975441,-0.00162301769305362,-0.00101437033211749,-0.00647886825035648,-0.00928054964185954,-0.00252485537318314,0.000568504847601403,-0.000629468120241228,-0.0017574368387443,0.00101895806955277,-0.000392387684061468,0.000941398045519293,39.4,0.1,39.7,7.1276936993474,5.65599181081985,5.605802066296,5.95583736946483,5.71042701737487,6.87935580446044,5.27811465923052,5.44673737166631,5.57215403217776,5.63835466933375,-0.0763109690204864,-0.0183534235568477,-0.000834724540240472,0.0103311259999999,-0.00141894152316624,-0.00131522962800723,-0.00115284862417742,0.00530444048187118,0.0108989371284453,0.00116290781144901,0.000907339196462242,-0.00261471777387001,0.030124399999977,-0.0199011543172953,0.0715124610000002,-0.0218007473362229,-0.13,-0.18,-0.1,-0.0299999999999998,0.15,0.0900000000000003,0.0499999999999998,0.100000000000001,-0.17,0.26,0.57,1.29,1.42,1.83,2.64,0.000348225793120882,0,-0.000391159793761364,0.0062522624620884,0.00441501820911694,0.00372439909098232,-0.00464037955650232,-0.00193009992569237,-0.00524675590135182,0.0123812874011335,0.894193737566162,0.886268725784545,0,0.664454271866832,0,0.291971010333425,0.471698987813873,0.217627942259568,0,0,0.297177038915741,0,0,0,0.318979536810016,0.330578813449955,0.115406821810682,-0.0838601009580664,0.166259993783768,0.122266650547731
